Date,Time,CFS,Monitoring
10/7/2024,6:15,32.9,
10/7/2024,6:30,32.9,
10/7/2024,6:45,32.9,
10/7/2024,7:00,32.9,
10/7/2024,7:15,32.9,
10/7/2024,7:30,32.9,
10/7/2024,7:45,32.9,
10/7/2024,8:00,32.9,
10/7/2024,8:15,32.9,
10/7/2024,8:30,32.9,
10/7/2024,8:45,32.9,
10/7/2024,9:00,32.9,
10/7/2024,9:15,32.9,
10/7/2024,9:30,32.9,
10/7/2024,9:45,32.9,
10/7/2024,10:00,32.9,
10/7/2024,10:15,32.9,
10/7/2024,10:30,32.9,
10/7/2024,10:45,32.9,
10/7/2024,11:00,32.9,
10/7/2024,11:15,32.9,
10/7/2024,11:30,32.9,
10/7/2024,11:45,32.9,
10/7/2024,12:00,32.9,
10/7/2024,12:15,32.9,
10/7/2024,12:30,32.9,
10/7/2024,12:45,32.9,
10/7/2024,13:00,32.9,
10/7/2024,13:15,32.9,
10/7/2024,13:30,32.9,
10/7/2024,13:45,32.9,
10/7/2024,14:00,32.9,
10/7/2024,14:15,32.9,
10/7/2024,14:30,32.9,
10/7/2024,14:45,32.9,
10/7/2024,15:00,32.2,
10/7/2024,15:15,32.2,
10/7/2024,15:30,32.2,
10/7/2024,15:45,32.2,
10/7/2024,16:00,32.2,
10/7/2024,16:15,32.2,
10/7/2024,16:30,32.2,
10/7/2024,16:45,32.2,
10/7/2024,17:00,32.2,
10/7/2024,17:15,32.2,
10/7/2024,17:30,32.2,
10/7/2024,17:45,32.2,
10/7/2024,18:00,32.2,
10/7/2024,18:15,32.2,
10/7/2024,18:30,32.2,
10/7/2024,18:45,32.2,
10/7/2024,19:00,32.2,
10/7/2024,19:15,32.2,
10/7/2024,19:30,32.2,
10/7/2024,19:45,32.2,
10/7/2024,20:00,32.2,
10/7/2024,20:15,32.2,
10/7/2024,20:30,32.2,
10/7/2024,20:45,32.2,
10/7/2024,21:00,32.2,
10/7/2024,21:15,32.2,
10/7/2024,21:30,32.2,
10/7/2024,21:45,32.2,
10/7/2024,22:00,32.2,
10/7/2024,22:15,32.2,
10/7/2024,22:30,32.2,
10/7/2024,22:45,32.2,
10/7/2024,23:00,32.2,
10/7/2024,23:15,32.2,
10/7/2024,23:30,32.2,
10/7/2024,23:45,32.2,
10/8/2024,0:00,32.2,
10/8/2024,0:15,32.2,
10/8/2024,0:30,32.2,
10/8/2024,0:45,32.2,
10/8/2024,1:00,32.2,
10/8/2024,1:15,32.2,
10/8/2024,1:30,32.2,
10/8/2024,1:45,32.2,
10/8/2024,2:00,32.2,
10/8/2024,2:15,32.2,
10/8/2024,2:30,32.2,
10/8/2024,2:45,32.9,
10/8/2024,3:00,32.9,
10/8/2024,3:15,32.9,
10/8/2024,3:30,32.9,
10/8/2024,3:45,32.9,
10/8/2024,4:00,32.9,
10/8/2024,4:15,32.9,
10/8/2024,4:30,32.9,
10/8/2024,4:45,32.9,
10/8/2024,5:00,32.9,
10/8/2024,5:15,32.9,
10/8/2024,5:30,32.9,
10/8/2024,5:45,32.9,
10/8/2024,6:00,32.9,
10/8/2024,6:15,32.9,
10/8/2024,6:30,32.9,
10/8/2024,6:45,32.9,
10/8/2024,7:00,32.9,
10/8/2024,7:15,32.9,
10/8/2024,7:30,32.9,
10/8/2024,7:45,32.9,
10/8/2024,8:00,32.9,
10/8/2024,8:15,32.9,
10/8/2024,8:30,32.9,
10/8/2024,8:45,32.9,
10/8/2024,9:00,32.9,
10/8/2024,9:15,32.9,
10/8/2024,9:30,32.9,
10/8/2024,9:45,32.9,
10/8/2024,10:00,32.9,
10/8/2024,10:15,32.9,
10/8/2024,10:30,32.9,
10/8/2024,10:45,32.9,
10/8/2024,11:00,32.9,
10/8/2024,11:15,32.9,
10/8/2024,11:30,32.9,
10/8/2024,11:45,32.9,
10/8/2024,12:00,32.9,
10/8/2024,12:15,32.9,
10/8/2024,12:30,32.9,
10/8/2024,12:45,32.9,
10/8/2024,13:00,32.9,
10/8/2024,13:15,32.9,
10/8/2024,13:30,32.2,
10/8/2024,13:45,32.2,
10/8/2024,14:00,32.2,
10/8/2024,14:15,32.2,
10/8/2024,14:30,32.2,
10/8/2024,14:45,32.2,
10/8/2024,15:00,32.2,
10/8/2024,15:15,32.2,
10/8/2024,15:30,32.2,
10/8/2024,15:45,32.2,
10/8/2024,16:00,32.2,
10/8/2024,16:15,32.2,
10/8/2024,16:30,32.2,
10/8/2024,16:45,32.2,
10/8/2024,17:00,32.2,
10/8/2024,17:15,32.2,
10/8/2024,17:30,32.2,
10/8/2024,17:45,32.2,
10/8/2024,18:00,32.2,
10/8/2024,18:15,32.2,
10/8/2024,18:30,32.2,
10/8/2024,18:45,32.2,
10/8/2024,19:00,32.2,
10/8/2024,19:15,32.2,
10/8/2024,19:30,32.2,
10/8/2024,19:45,32.2,
10/8/2024,20:00,32.2,
10/8/2024,20:15,32.2,
10/8/2024,20:30,32.2,
10/8/2024,20:45,32.2,
10/8/2024,21:00,32.2,
10/8/2024,21:15,32.2,
10/8/2024,21:30,32.2,
10/8/2024,21:45,32.2,
10/8/2024,22:00,32.2,
10/8/2024,22:15,32.2,
10/8/2024,22:30,32.2,
10/8/2024,22:45,32.2,
10/8/2024,23:00,32.2,
10/8/2024,23:15,32.2,
10/8/2024,23:30,32.2,
10/8/2024,23:45,32.2,
10/9/2024,0:00,32.2,
10/9/2024,0:15,32.2,
10/9/2024,0:30,32.2,
10/9/2024,0:45,32.2,
10/9/2024,1:00,32.2,
10/9/2024,1:15,32.2,
10/9/2024,1:30,32.2,
10/9/2024,1:45,32.2,
10/9/2024,2:00,32.2,
10/9/2024,2:15,32.2,
10/9/2024,2:30,32.2,
10/9/2024,2:45,32.2,
10/9/2024,3:00,32.2,
10/9/2024,3:15,32.2,
10/9/2024,3:30,32.2,
10/9/2024,3:45,32.2,
10/9/2024,4:00,32.2,
10/9/2024,4:15,32.2,
10/9/2024,4:30,32.2,
10/9/2024,4:45,32.2,
10/9/2024,5:00,32.2,
10/9/2024,5:15,32.2,
10/9/2024,5:30,32.2,
10/9/2024,5:45,32.2,
10/9/2024,6:00,32.2,
10/9/2024,6:15,32.2,
10/9/2024,6:30,32.2,
10/9/2024,6:45,32.2,
10/9/2024,7:00,32.2,
10/9/2024,7:15,32.2,
10/9/2024,7:30,32.2,
10/9/2024,7:45,32.2,
10/9/2024,8:00,32.2,Yes
10/9/2024,8:15,32.2,
10/9/2024,8:30,32.2,
10/9/2024,8:45,32.2,
10/9/2024,9:00,32.2,
10/9/2024,9:15,32.9,
10/9/2024,9:30,35.7,
10/9/2024,9:45,38.7,
10/9/2024,10:00,40.2,
10/9/2024,10:15,41,
10/9/2024,10:30,41,
10/9/2024,10:45,41,
10/9/2024,11:00,41,
10/9/2024,11:15,41,
10/9/2024,11:30,41,
10/9/2024,11:45,41,
10/9/2024,12:00,41,
10/9/2024,12:15,41,
10/9/2024,12:30,41,
10/9/2024,12:45,41,
10/9/2024,13:00,41,Yes
